Communication,alpha_key,start_date,end_date,start_balance,end_balance,start_accounts,end_accounts,nsegments,Contact_flag,control_flag
day120,user_26,2024-03-19,2024-03-26,2247.14,2454.14,2,3,"['1000118', '1000097']",1,0
day61,user_8,2024-05-25,2024-06-01,778.76,1092.5,1,1,"['1000107', '1000056']",0,1
day61,user_279,2024-04-29,2024-05-06,4761.46,4881.97,0,0,"['1000140', '1000084', '1000090', '1000116']",0,1
day61,user_142,2024-06-17,2024-06-24,2442.5,2541.64,0,1,"['1000078', '1000093', '1000010', '1000091']",1,0
day1,user_28,2024-02-21,2024-02-28,8346.37,8726.06,1,1,"['1000014', '1000058', '1000008', '1000080']",1,0
day90,user_26,2024-03-02,2024-03-09,3691.87,4706.05,2,2,"['1000118', '1000097']",1,0
day31,user_277,2024-06-02,2024-06-09,5023.62,4786.22,1,1,['1000135'],1,0
day31,user_211,2024-06-17,2024-06-24,2550.63,2732.26,1,2,['1000084'],1,0
day7,user_189,2024-03-27,2024-04-03,832.48,778.2,1,1,"['1000106', '1000147', '1000049']",0,1
day5,user_112,2024-02-19,2024-02-26,2020.61,2006.91,0,0,"['1000117', '1000080']",0,1
day61,user_44,2024-04-22,2024-04-29,1796.95,1897.08,1,1,"['1000064', '1000141', '1000002', '1000029']",1,0
day7,user_44,2024-01-19,2024-01-26,1563.87,2101.13,1,2,"['1000064', '1000141', '1000002', '1000029']",1,0
day90,user_157,2024-01-24,2024-01-31,42.26,260.21,1,2,['1000089'],1,0
day90,user_299,2024-04-22,2024-04-29,3422.68,3617.74,2,3,['1000122'],1,0
day5,user_49,2024-02-18,2024-02-25,4006.08,4063.18,1,1,"['1000045', '1000129', '1000027']",0,1
day90,user_63,2024-05-27,2024-06-03,5887.74,6684.69,2,2,"['1000138', '1000051', '1000079']",1,0
day1,user_216,2024-01-24,2024-01-31,828.69,805.92,2,2,['1000122'],1,0
day61,user_78,2024-03-19,2024-03-26,2703.24,3176.01,1,1,"['1000048', '1000024', '1000110', '1000090']",1,0
day31,user_99,2024-05-08,2024-05-15,2551.05,2502.57,0,0,"['1000138', '1000015', '1000080']",0,1
day7,user_35,2024-03-06,2024-03-13,4268.45,4573.65,1,1,"['1000067', '1000035', '1000063', '1000143']",0,1
day1,user_109,2024-03-22,2024-03-29,6382.28,6241.69,1,1,"['1000144', '1000133', '1000080', '1000066']",0,1
day120,user_79,2024-03-10,2024-03-17,2931.91,2920.39,1,1,"['1000108', '1000105', '1000119']",0,1
day61,user_115,2024-05-30,2024-06-06,2230.04,2540.84,2,2,['1000054'],0,1
day1,user_18,2024-01-09,2024-01-16,2190.98,2302.5,0,0,"['1000011', '1000058', '1000074']",0,1
day120,user_194,2024-05-29,2024-06-05,3802.8,3616.59,1,1,"['1000132', '1000118']",0,1
day90,user_129,2024-02-13,2024-02-20,2938.35,2697.56,1,1,"['1000023', '1000108', '1000070', '1000011']",0,1
day61,user_53,2024-06-18,2024-06-25,5586.53,6351.86,1,1,"['1000082', '1000125', '1000004']",1,0
day31,user_143,2024-01-28,2024-02-04,1887.23,2458.27,0,1,"['1000053', '1000063', '1000026', '1000090']",1,0
day1,user_101,2024-04-30,2024-05-07,1076.53,1239.29,1,1,"['1000149', '1000122']",1,0
day90,user_287,2024-01-22,2024-01-29,1390.2,1270.46,0,0,['1000025'],0,1
day5,user_172,2024-03-14,2024-03-21,3152.92,3287.49,1,1,"['1000075', '1000141', '1000032', '1000049']",1,0
day120,user_90,2024-05-20,2024-05-27,2814.07,2995.84,1,1,"['1000124', '1000123', '1000054', '1000102']",0,1
day90,user_61,2024-02-08,2024-02-15,5448.65,5474.67,1,1,['1000108'],0,1
day120,user_237,2024-03-26,2024-04-02,3485.34,3550.05,1,1,"['1000039', '1000061', '1000032']",0,1
day1,user_8,2024-04-05,2024-04-12,804.99,837.49,1,1,"['1000107', '1000056']",0,1
day5,user_282,2024-03-17,2024-03-24,895.6,895.37,1,1,"['1000080', '1000030', '1000137']",1,0
day1,user_200,2024-02-05,2024-02-12,1314.02,1523.64,2,2,"['1000140', '1000114', '1000040', '1000121']",1,0
day120,user_185,2024-05-08,2024-05-15,1934.39,2020.38,1,2,"['1000079', '1000057']",1,0
day31,user_59,2024-03-14,2024-03-21,2244.73,2387.34,1,1,"['1000032', '1000121', '1000140']",1,0
day61,user_199,2024-04-15,2024-04-22,4833.27,4802.52,2,2,"['1000113', '1000129', '1000109']",0,1
day5,user_63,2024-02-21,2024-02-28,5235.53,4999.44,2,2,"['1000138', '1000051', '1000079']",0,1
day1,user_25,2024-02-07,2024-02-14,2370.96,2569.98,1,1,"['1000062', '1000041']",0,1
day1,user_136,2024-01-23,2024-01-30,1442.33,1641.54,2,2,['1000143'],1,0
day31,user_248,2024-06-26,2024-07-03,3157.07,2946.84,0,0,"['1000077', '1000030', '1000144']",0,1
day31,user_116,2024-05-09,2024-05-16,4775.46,4974.69,0,0,"['1000129', '1000067']",0,1
day90,user_283,2024-01-02,2024-01-09,3986.89,4575.3,0,1,"['1000047', '1000049']",1,0
day90,user_16,2024-01-09,2024-01-16,3288.51,3938.01,0,1,"['1000096', '1000020', '1000141', '1000075']",1,0
day61,user_65,2024-04-09,2024-04-16,3204.81,3035.13,1,1,"['1000112', '1000132', '1000115', '1000030']",0,1
day120,user_126,2024-02-04,2024-02-11,3001.68,3224.14,1,1,['1000072'],0,1
day61,user_6,2024-05-19,2024-05-26,5116.7,5030.19,2,2,['1000006'],1,0
day90,user_55,2024-06-21,2024-06-28,78.25,226.31,0,0,"['1000014', '1000061', '1000145', '1000020']",1,0
day120,user_138,2024-02-17,2024-02-24,5501.41,5573.28,0,0,['1000038'],0,1
day90,user_224,2024-06-28,2024-07-05,2094.1,1768.53,1,1,"['1000100', '1000144']",0,1
day7,user_142,2024-04-16,2024-04-23,2942.24,3104.76,0,0,"['1000078', '1000093', '1000010', '1000091']",0,1
day31,user_11,2024-05-28,2024-06-04,3051.94,3329.81,1,1,"['1000071', '1000039', '1000055']",1,0
day31,user_290,2024-04-15,2024-04-22,4088.47,4106.86,1,1,"['1000077', '1000003', '1000136']",1,0
day90,user_3,2024-04-04,2024-04-11,0.0,40.29,1,1,"['1000022', '1000108', '1000008']",0,1
day5,user_21,2024-05-24,2024-05-31,2404.01,2341.21,1,1,"['1000097', '1000071']",1,0
day7,user_72,2024-05-12,2024-05-19,2008.73,2375.37,1,1,"['1000017', '1000008']",0,1
day1,user_34,2024-01-25,2024-02-01,4045.53,4156.26,2,3,['1000036'],1,0
day7,user_133,2024-04-17,2024-04-24,1803.42,1971.02,2,2,"['1000067', '1000041', '1000113']",0,1
day61,user_50,2024-03-11,2024-03-18,1382.99,1379.43,1,1,"['1000076', '1000129']",1,0
day5,user_65,2024-02-25,2024-03-03,4628.02,4725.95,1,1,"['1000112', '1000132', '1000115', '1000030']",1,0
day1,user_39,2024-01-22,2024-01-29,2739.02,2612.77,1,1,"['1000092', '1000056', '1000035']",1,0
day90,user_16,2024-01-19,2024-01-26,3663.81,3585.8,0,0,"['1000096', '1000020', '1000141', '1000075']",0,1
day90,user_2,2024-03-25,2024-04-01,1841.3,1512.24,1,2,"['1000035', '1000026', '1000139']",1,0
day61,user_195,2024-01-09,2024-01-16,4260.06,4811.26,1,2,"['1000012', '1000142']",1,0
day90,user_20,2024-02-15,2024-02-22,3423.85,3469.57,1,1,['1000025'],0,1
day1,user_270,2024-06-22,2024-06-29,0.0,230.9,0,0,"['1000021', '1000061', '1000104', '1000125']",0,1
day90,user_220,2024-06-21,2024-06-28,186.97,30.96,1,1,"['1000111', '1000124', '1000007']",1,0
day61,user_211,2024-01-15,2024-01-22,2297.14,2585.43,1,2,['1000084'],1,0
day1,user_167,2024-03-16,2024-03-23,4195.82,4803.6,1,1,"['1000050', '1000093', '1000110']",1,0
day61,user_84,2024-04-09,2024-04-16,1027.38,1169.13,1,2,"['1000108', '1000046', '1000071']",1,0
day120,user_93,2024-02-09,2024-02-16,2989.2,3068.92,1,1,"['1000099', '1000067']",1,0
day1,user_48,2024-03-08,2024-03-15,370.4,832.6,1,1,"['1000067', '1000128']",1,0
day7,user_223,2024-03-26,2024-04-02,4185.34,4361.18,2,2,"['1000136', '1000006']",1,0
day1,user_294,2024-03-31,2024-04-07,4043.53,3783.2,1,1,"['1000074', '1000032', '1000125', '1000026']",1,0
day31,user_60,2024-04-20,2024-04-27,27.56,507.06,1,1,"['1000042', '1000067', '1000135']",1,0
day1,user_259,2024-02-01,2024-02-08,4247.44,4814.71,1,1,['1000068'],1,0
day90,user_178,2024-04-18,2024-04-25,2238.03,2494.17,1,1,"['1000082', '1000119', '1000113']",1,0
day61,user_235,2024-04-10,2024-04-17,1054.43,1098.4,1,1,"['1000007', '1000063']",0,1
day1,user_42,2024-04-30,2024-05-07,896.88,1331.67,1,1,"['1000039', '1000040', '1000108', '1000016']",1,0
day31,user_70,2024-02-05,2024-02-12,4340.85,4311.29,1,2,"['1000018', '1000015']",1,0
day61,user_174,2024-05-21,2024-05-28,4482.76,4655.48,0,0,"['1000077', '1000103']",1,0
day31,user_211,2024-04-24,2024-05-01,2886.46,3443.76,1,1,['1000084'],1,0
day61,user_109,2024-05-26,2024-06-02,5321.33,5765.73,1,1,"['1000144', '1000133', '1000080', '1000066']",1,0
day31,user_164,2024-02-24,2024-03-02,1938.35,2080.16,1,1,['1000147'],0,1
day7,user_54,2024-03-21,2024-03-28,3730.45,4282.0,1,2,"['1000028', '1000092', '1000078', '1000061']",1,0
day1,user_201,2024-03-30,2024-04-06,2639.51,2605.35,2,2,"['1000115', '1000066', '1000063']",0,1
day90,user_66,2024-02-13,2024-02-20,3726.84,3758.37,1,1,['1000063'],1,0
day61,user_155,2024-02-11,2024-02-18,3010.55,2921.6,0,1,"['1000102', '1000084', '1000071']",1,0
day90,user_244,2024-01-04,2024-01-11,2742.17,3381.67,2,3,"['1000101', '1000050']",1,0
day31,user_254,2024-02-08,2024-02-15,2674.6,2733.79,1,1,"['1000107', '1000125', '1000027']",1,0
day90,user_186,2024-05-16,2024-05-23,4310.94,4402.97,1,1,"['1000050', '1000037', '1000006']",0,1
day120,user_199,2024-06-06,2024-06-13,4689.13,5063.17,2,2,"['1000113', '1000129', '1000109']",1,0
day31,user_225,2024-03-13,2024-03-20,5439.08,5620.02,2,2,['1000006'],0,1
day61,user_34,2024-02-07,2024-02-14,4411.55,4773.61,2,2,['1000036'],1,0
day90,user_183,2024-03-27,2024-04-03,4367.55,5014.33,2,2,['1000023'],1,0
day31,user_52,2024-02-08,2024-02-15,1507.46,1649.77,1,1,"['1000041', '1000138', '1000135', '1000000']",1,0
day120,user_73,2024-06-10,2024-06-17,4059.53,3850.59,1,1,['1000084'],1,0
day7,user_81,2024-04-23,2024-04-30,4624.65,4644.5,1,1,['1000086'],1,0
day61,user_296,2024-04-22,2024-04-29,2351.27,2305.28,0,1,"['1000072', '1000120', '1000122']",1,0
day90,user_67,2024-06-28,2024-07-05,1060.04,1314.32,2,2,"['1000057', '1000016', '1000086', '1000005']",1,0
day7,user_204,2024-03-26,2024-04-02,4981.24,5292.71,1,1,['1000112'],1,0
day90,user_36,2024-03-14,2024-03-21,1022.49,1221.09,1,1,['1000137'],1,0
day90,user_92,2024-02-21,2024-02-28,3927.95,3691.66,2,2,"['1000097', '1000000']",1,0
day7,user_156,2024-03-15,2024-03-22,5946.16,6008.89,1,1,"['1000017', '1000071']",0,1
day7,user_10,2024-05-17,2024-05-24,3366.05,3829.95,1,1,"['1000040', '1000108', '1000087']",1,0
day90,user_165,2024-06-15,2024-06-22,5400.49,5248.18,2,2,"['1000048', '1000065', '1000011', '1000111']",0,1
day90,user_53,2024-04-24,2024-05-01,5012.75,5101.67,1,1,"['1000082', '1000125', '1000004']",1,0
day90,user_213,2024-03-08,2024-03-15,1832.86,2379.28,2,2,"['1000015', '1000052', '1000107']",1,0
day120,user_244,2024-01-25,2024-02-01,2404.87,2044.8,2,2,"['1000101', '1000050']",1,0
day5,user_104,2024-04-01,2024-04-08,3737.24,3798.42,0,0,"['1000047', '1000017']",0,1
day61,user_285,2024-06-09,2024-06-16,2930.72,3235.93,2,2,['1000134'],1,0
day61,user_296,2024-02-25,2024-03-03,4309.58,5075.77,0,0,"['1000072', '1000120', '1000122']",1,0
day120,user_51,2024-02-11,2024-02-18,5200.57,5325.16,1,1,"['1000050', '1000039', '1000095']",1,0
day1,user_277,2024-04-25,2024-05-02,5349.58,5876.29,1,1,['1000135'],1,0
day90,user_155,2024-01-28,2024-02-04,2233.85,2699.2,0,0,"['1000102', '1000084', '1000071']",0,1
day90,user_126,2024-02-28,2024-03-06,3100.38,4043.97,1,1,['1000072'],1,0
day1,user_233,2024-05-17,2024-05-24,347.27,664.72,1,1,"['1000120', '1000004', '1000138', '1000013']",1,0
day120,user_114,2024-02-02,2024-02-09,37.7,695.39,2,2,"['1000144', '1000025', '1000018', '1000137']",1,0
day90,user_268,2024-05-22,2024-05-29,1740.78,1636.0,0,1,"['1000070', '1000142', '1000002']",1,0
day1,user_251,2024-06-07,2024-06-14,3001.7,3404.2,1,2,"['1000109', '1000094', '1000017', '1000129']",1,0
day31,user_19,2024-03-06,2024-03-13,2480.63,3214.47,1,1,"['1000020', '1000059']",1,0
day90,user_252,2024-04-07,2024-04-14,2991.96,2713.35,0,1,['1000087'],1,0
day90,user_112,2024-06-25,2024-07-02,1996.97,2136.57,0,0,"['1000117', '1000080']",0,1
day61,user_8,2024-02-26,2024-03-04,0.0,296.1,1,1,"['1000107', '1000056']",1,0
day90,user_292,2024-04-11,2024-04-18,2360.26,2331.63,1,1,"['1000070', '1000011']",0,1
day1,user_158,2024-05-24,2024-05-31,3668.11,3911.16,1,1,"['1000130', '1000102', '1000137', '1000084']",1,0
day61,user_298,2024-06-17,2024-06-24,5121.96,5840.66,0,0,"['1000087', '1000047', '1000013', '1000064']",1,0
day120,user_248,2024-01-15,2024-01-22,2562.04,2788.78,0,0,"['1000077', '1000030', '1000144']",1,0
day120,user_227,2024-04-12,2024-04-19,4428.36,4515.81,0,0,['1000034'],1,0
day61,user_252,2024-04-01,2024-04-08,3635.98,3938.84,0,1,['1000087'],1,0
day90,user_159,2024-01-03,2024-01-10,5446.83,5258.09,1,1,"['1000007', '1000029', '1000066']",1,0
day90,user_248,2024-05-23,2024-05-30,2905.3,3426.46,0,0,"['1000077', '1000030', '1000144']",1,0
day61,user_115,2024-03-22,2024-03-29,1895.89,2752.45,2,2,['1000054'],1,0
day120,user_182,2024-02-16,2024-02-23,2778.48,2656.04,2,2,"['1000072', '1000131', '1000085']",0,1
day90,user_287,2024-05-09,2024-05-16,392.02,454.29,0,0,['1000025'],1,0
day120,user_86,2024-03-08,2024-03-15,4660.0,4559.22,0,0,['1000019'],1,0
day61,user_144,2024-04-29,2024-05-06,3052.78,2954.05,1,1,"['1000143', '1000104', '1000039']",0,1
day31,user_91,2024-03-16,2024-03-23,5010.1,5511.8,2,2,"['1000015', '1000042']",1,0
day61,user_301,2024-02-11,2024-02-18,3320.48,3753.59,0,0,"['1000016', '1000102', '1000125']",1,0
day90,user_196,2024-01-25,2024-02-01,4012.33,4153.03,2,2,"['1000063', '1000031', '1000116', '1000034']",1,0
day31,user_75,2024-01-18,2024-01-25,0.0,164.49,1,1,"['1000060', '1000071', '1000124', '1000054']",0,1
day7,user_276,2024-05-29,2024-06-05,7009.81,7173.8,2,3,"['1000121', '1000141']",0,1
day1,user_196,2024-03-05,2024-03-12,2894.07,3081.23,2,2,"['1000063', '1000031', '1000116', '1000034']",1,0
day61,user_14,2024-03-16,2024-03-23,5651.56,5756.82,1,1,['1000067'],1,0
day61,user_156,2024-05-19,2024-05-26,5517.01,5709.29,1,1,"['1000017', '1000071']",1,0
day90,user_153,2024-06-21,2024-06-28,344.67,137.46,2,2,['1000057'],1,0
day31,user_4,2024-01-04,2024-01-11,1561.85,2035.88,0,0,"['1000007', '1000023', '1000055', '1000059']",1,0
day120,user_163,2024-01-26,2024-02-02,5486.5,5261.84,1,1,"['1000029', '1000098']",1,0
day5,user_20,2024-02-16,2024-02-23,2354.56,2461.43,1,2,['1000025'],1,0
day31,user_44,2024-03-01,2024-03-08,1890.55,2438.61,1,1,"['1000064', '1000141', '1000002', '1000029']",1,0
day1,user_51,2024-04-28,2024-05-05,5466.28,5809.61,1,2,"['1000050', '1000039', '1000095']",1,0
day90,user_94,2024-06-16,2024-06-23,3712.68,3890.84,1,1,"['1000116', '1000073']",1,0
day120,user_49,2024-02-11,2024-02-18,4577.85,4774.95,1,2,"['1000045', '1000129', '1000027']",1,0
day61,user_237,2024-04-30,2024-05-07,3420.73,3486.15,1,1,"['1000039', '1000061', '1000032']",0,1
day61,user_70,2024-02-28,2024-03-06,4304.91,4407.42,1,2,"['1000018', '1000015']",1,0
day120,user_114,2024-03-27,2024-04-03,1584.17,1182.76,2,3,"['1000144', '1000025', '1000018', '1000137']",1,0
day31,user_136,2024-01-01,2024-01-08,2106.04,2531.92,2,2,['1000143'],1,0
day31,user_189,2024-06-09,2024-06-16,1122.47,1399.47,1,1,"['1000106', '1000147', '1000049']",0,1
day90,user_242,2024-01-13,2024-01-20,2822.45,3066.14,1,1,['1000006'],1,0
day120,user_37,2024-03-17,2024-03-24,2973.62,3098.3,2,2,['1000067'],1,0
day5,user_116,2024-06-07,2024-06-14,4529.81,4817.5,0,0,"['1000129', '1000067']",0,1
day61,user_273,2024-05-16,2024-05-23,6218.1,7065.32,2,2,['1000056'],1,0
day1,user_289,2024-02-20,2024-02-27,2544.42,2478.64,1,1,['1000045'],1,0
day61,user_147,2024-01-15,2024-01-22,1625.72,1938.05,1,2,['1000085'],1,0
day120,user_130,2024-04-19,2024-04-26,3195.83,3541.68,0,0,['1000000'],1,0
day1,user_205,2024-04-29,2024-05-06,2438.19,2745.87,0,0,"['1000019', '1000073', '1000060', '1000069']",1,0
day90,user_37,2024-01-25,2024-02-01,3369.13,3791.01,2,2,['1000067'],0,1
day31,user_199,2024-03-27,2024-04-03,5387.57,5240.8,2,2,"['1000113', '1000129', '1000109']",0,1
day31,user_58,2024-05-03,2024-05-10,3875.93,3879.76,1,1,['1000032'],0,1
day61,user_80,2024-01-27,2024-02-03,3087.61,3200.19,1,1,"['1000013', '1000025', '1000015', '1000103']",0,1
day31,user_296,2024-05-12,2024-05-19,3873.12,4355.09,0,0,"['1000072', '1000120', '1000122']",1,0
day31,user_190,2024-02-13,2024-02-20,3830.69,3883.04,1,1,"['1000098', '1000126', '1000102']",1,0
day120,user_213,2024-04-13,2024-04-20,2333.8,2198.05,2,2,"['1000015', '1000052', '1000107']",0,1
day120,user_230,2024-02-08,2024-02-15,3706.0,3904.51,1,1,"['1000066', '1000097', '1000083', '1000054']",1,0
day61,user_180,2024-04-26,2024-05-03,1473.45,1710.06,1,2,"['1000054', '1000130', '1000121']",1,0
day31,user_126,2024-05-08,2024-05-15,3185.12,3481.68,1,1,['1000072'],1,0
day61,user_0,2024-04-19,2024-04-26,2205.96,2791.0,1,1,"['1000028', '1000006', '1000070', '1000062']",1,0
day90,user_248,2024-06-03,2024-06-10,2274.79,2428.97,0,0,"['1000077', '1000030', '1000144']",0,1
day7,user_143,2024-04-30,2024-05-07,2373.13,2198.49,0,0,"['1000053', '1000063', '1000026', '1000090']",1,0
day90,user_184,2024-05-14,2024-05-21,2916.14,2947.93,2,2,['1000060'],1,0
day90,user_152,2024-03-16,2024-03-23,5353.72,5641.96,1,1,"['1000089', '1000078', '1000058']",1,0
day1,user_74,2024-03-05,2024-03-12,3804.48,4068.77,1,1,"['1000018', '1000131']",1,0
day31,user_236,2024-03-30,2024-04-06,189.05,394.95,1,1,"['1000051', '1000005']",0,1
day90,user_141,2024-01-16,2024-01-23,2007.26,2108.94,1,1,"['1000037', '1000110', '1000032', '1000010']",0,1
day90,user_278,2024-05-26,2024-06-02,0.0,349.19,2,2,"['1000088', '1000108']",1,0
day1,user_224,2024-06-05,2024-06-12,2255.4,2744.17,1,1,"['1000100', '1000144']",1,0
day90,user_244,2024-06-23,2024-06-30,3018.17,3537.81,2,2,"['1000101', '1000050']",1,0
day7,user_71,2024-04-18,2024-04-25,1684.27,2075.25,0,0,['1000058'],1,0
day31,user_14,2024-01-01,2024-01-08,6166.68,6327.5,1,1,['1000067'],0,1
day90,user_41,2024-04-21,2024-04-28,3536.73,3574.74,2,3,"['1000012', '1000028']",1,0
day31,user_125,2024-03-29,2024-04-05,0.0,0.0,1,1,"['1000039', '1000069']",1,0
day5,user_49,2024-03-10,2024-03-17,4813.7,5057.42,1,1,"['1000045', '1000129', '1000027']",1,0
day1,user_282,2024-01-15,2024-01-22,1390.96,1776.87,1,1,"['1000080', '1000030', '1000137']",1,0
day90,user_274,2024-03-05,2024-03-12,5557.56,5748.99,1,1,"['1000103', '1000062', '1000078', '1000148']",1,0
day120,user_233,2024-03-06,2024-03-13,1347.74,1752.97,1,1,"['1000120', '1000004', '1000138', '1000013']",1,0
day120,user_271,2024-01-09,2024-01-16,2134.37,2423.54,2,2,"['1000142', '1000061', '1000121', '1000125']",1,0
day61,user_95,2024-05-31,2024-06-07,3116.14,3875.83,1,1,"['1000108', '1000142']",1,0
day120,user_110,2024-02-09,2024-02-16,6266.91,6247.19,1,1,"['1000052', '1000080', '1000061']",0,1
day120,user_205,2024-02-01,2024-02-08,1972.6,2667.89,0,0,"['1000019', '1000073', '1000060', '1000069']",1,0
day1,user_150,2024-05-29,2024-06-05,2814.66,2637.58,2,3,"['1000120', '1000056', '1000051']",1,0
day61,user_208,2024-05-11,2024-05-18,4348.43,4319.25,2,3,['1000059'],1,0
day31,user_3,2024-02-03,2024-02-10,0.0,0.0,1,1,"['1000022', '1000108', '1000008']",1,0
day90,user_218,2024-06-21,2024-06-28,0.0,3.48,0,0,"['1000107', '1000137', '1000139']",0,1
day1,user_1,2024-04-26,2024-05-03,3641.79,3726.55,1,1,['1000057'],1,0
day31,user_99,2024-01-06,2024-01-13,2806.1,2981.76,0,0,"['1000138', '1000015', '1000080']",1,0
day90,user_141,2024-02-07,2024-02-14,2025.91,2165.35,1,1,"['1000037', '1000110', '1000032', '1000010']",1,0
day7,user_183,2024-04-07,2024-04-14,4060.47,3485.51,2,2,['1000023'],0,1
day90,user_177,2024-03-10,2024-03-17,1598.97,2017.61,1,2,['1000148'],1,0
day1,user_60,2024-03-08,2024-03-15,907.4,770.64,1,1,"['1000042', '1000067', '1000135']",0,1
day120,user_77,2024-02-06,2024-02-13,2807.1,3140.17,1,1,"['1000121', '1000062', '1000104']",1,0
day31,user_179,2024-06-04,2024-06-11,1437.77,2119.29,2,3,['1000113'],1,0
day1,user_237,2024-02-20,2024-02-27,3890.06,4348.09,1,1,"['1000039', '1000061', '1000032']",1,0
day120,user_185,2024-01-06,2024-01-13,2242.05,2385.33,1,1,"['1000079', '1000057']",0,1
day5,user_38,2024-02-25,2024-03-03,4116.38,4237.59,0,0,"['1000149', '1000109', '1000102']",0,1
day31,user_78,2024-05-13,2024-05-20,1810.07,1916.23,1,1,"['1000048', '1000024', '1000110', '1000090']",1,0
day7,user_125,2024-02-01,2024-02-08,0.0,357.99,1,2,"['1000039', '1000069']",1,0
day1,user_205,2024-04-03,2024-04-10,2534.59,2786.62,0,0,"['1000019', '1000073', '1000060', '1000069']",1,0
day90,user_54,2024-02-18,2024-02-25,3100.9,3482.2,1,1,"['1000028', '1000092', '1000078', '1000061']",1,0
day61,user_260,2024-05-03,2024-05-10,1840.03,1891.71,1,2,"['1000082', '1000062']",1,0
day90,user_6,2024-05-29,2024-06-05,6047.05,6018.34,2,2,['1000006'],0,1
day120,user_245,2024-01-14,2024-01-21,1090.36,952.3,1,1,['1000019'],1,0
day120,user_131,2024-05-05,2024-05-12,2830.84,2780.18,1,1,['1000085'],0,1
day90,user_139,2024-01-30,2024-02-06,1818.13,1681.98,2,2,"['1000139', '1000009', '1000094', '1000149']",0,1
day90,user_8,2024-04-21,2024-04-28,0.0,0.0,1,1,"['1000107', '1000056']",1,0
day1,user_239,2024-04-14,2024-04-21,1735.04,1576.17,1,1,"['1000119', '1000065']",1,0
day90,user_74,2024-02-19,2024-02-26,4313.43,4809.04,1,2,"['1000018', '1000131']",1,0
day90,user_72,2024-01-20,2024-01-27,2091.74,2089.41,1,2,"['1000017', '1000008']",1,0
day90,user_282,2024-03-11,2024-03-18,878.45,1819.71,1,2,"['1000080', '1000030', '1000137']",1,0
day31,user_120,2024-03-27,2024-04-03,3504.05,3323.55,2,2,['1000077'],0,1
day120,user_136,2024-05-03,2024-05-10,2042.72,2128.7,2,2,['1000143'],1,0
day31,user_104,2024-06-24,2024-07-01,3624.23,3975.13,0,0,"['1000047', '1000017']",1,0
day61,user_107,2024-06-27,2024-07-04,5118.5,4962.34,0,0,"['1000148', '1000010']",0,1
day90,user_91,2024-01-28,2024-02-04,6499.98,6625.43,2,2,"['1000015', '1000042']",0,1
day61,user_23,2024-02-12,2024-02-19,4162.66,3941.85,2,2,"['1000090', '1000053', '1000068', '1000018']",0,1
day90,user_198,2024-06-22,2024-06-29,5802.73,5778.42,1,1,"['1000135', '1000143', '1000081']",1,0
day1,user_89,2024-01-23,2024-01-30,3714.16,3636.84,1,1,"['1000023', '1000060', '1000042', '1000104']",1,0
